PermitNum,MasterPermitNum,Description,AppliedDate,IssuedDate,CompletedDate,StatusCurrent,OriginalAddress,OriginalCity,OriginalState,OriginalZip,PIN,ProjectName,PermitType,PermitWorkType,EstProjectCost,EstPhotovoltaicCost,EstSolarCost,NewHousingUnits,ExistingHousingUnits,AffordableHousingUnits,RemovedHousingUnits,AddedSqFt,RemodeledSqFt,RemovedResSqFt,RemovedNonResSqFt,RemovedParkingStructureSqFt,RemovedDescription,PhotovoltaicKilowatt,PhotovoltaicElecVehicleOffset,ElecVehicleChargeStation,SolarSystemDescription,ContractorCompanyName,ContractorTrade,ObjectId
MEC2021-00509,BLD-SFD2021-00142,"Kitchen remodel to include demolition of some walls + all new cabinets, counters, and appliances. Window, door + skylight replacement on main level + two lower levels. Replace main floor + lower lvl fireplaces w/ gas fireplaces. Existing mechanical to remain. Existing 150 amp panel to be replaced with 200 amp panel. Existing wood floor to be patched and refinished on main level, tv room level; refinished on upper level in master bedroom and hallway. Add hardwired smoke detectors in all bedrooms. Add CO detectors in adjacent hallways.",3/23/2021,,,Received,817 QUINCE AVE,BOULDER,CO,80304,1.46113E+11,,Mechanical Permit,Mechanical Sub-Permit,11000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,64
MEC2021-00510,,Replacement of ac with a mini split 15K btu 1 zone system,3/23/2021,,,Received - Online,2277 HOLYOKE DR,BOULDER,CO,80305,1.57707E+11,,Mechanical Permit,Mechanical HVAC/Solar,7220,,,,,,,,,,,,,,,,,KAPPLER MECH & ELEC INC,Contractor: Mechanical,65
MEC2021-00511,,"Installation of EPA 2020 certified Kuma Aspen LE model wood stove and 6"" diameter Class-A HT chimney and DVL connector system in own home.",3/23/2021,,,Received - Online,2020 GRAPE AVE,BOULDER,CO,80304,1.46319E+11,,Mechanical Permit,Mechanical HVAC/Solar,4168,,,,,,,,,,,,,,,,,Joan Simon,Owner/Contractor,66
MEC2021-00512,,"Replace existing furnace with new Elite Series, Upflow/Horizontal Gas Furnace, 80% AFUE, 66,000 Btuh.  Also replacing existing water heater with 40 gallon low boy electric.  Standard electrical reconnect.",3/23/2021,,,Received - Online,4805 BRANDON CREEK DR,BOULDER,CO,80301,1.46311E+11,,Mechanical Permit,Mechanical HVAC/Solar,6696,,,,,,,,,,,,,,,,,Blue Sky Plumbing & Heating,Contractor: Mechanical,67
MEC2021-00513,,install 75 gal natural  gas water heater and expansion tank,3/23/2021,,,Received - Online,3653 CHASE CT,BOULDER,CO,80305,1.57705E+11,,Mechanical Permit,Mechanical HVAC/Solar,3068,,,,,,,,,,,,,,,,,BERNIE'S PLUMBING & HEATING CO,Contractor: Mechanical,68
MEC2021-00514,,"Installation of gas line from meter to QTY 2 Outdoor fireplaces, patio heater, fire pit, Pool Heater, Spa Heater, And Cold Plunge Heater.",3/23/2021,,,Received - Online,1515 SUNSET BLVD,BOULDER,CO,80304,1.4633E+11,,Mechanical Permit,Mechanical HVAC/Solar,5800,,,,,,,,,,,,,,,,,"The Gas Connection, Inc.",Contractor: Mechanical,69
PLB2021-00176,BLD-SFD2021-00141,"988 sf basement finish. Scope includes creation of 2 bedrooms and one bath, and a wet bar.",3/23/2021,,,Received,3070 18TH ST,BOULDER,CO,80304,1.46319E+11,,Plumbing Permit,Plumbing Sub-Permit,1600,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,70
PLB2021-00177,BLD-SFD2021-00142,"Kitchen remodel to include demolition of some walls + all new cabinets, counters, and appliances. Window, door + skylight replacement on main level + two lower levels. Replace main floor + lower lvl fireplaces w/ gas fireplaces. Existing mechanical to remain. Existing 150 amp panel to be replaced with 200 amp panel. Existing wood floor to be patched and refinished on main level, tv room level; refinished on upper level in master bedroom and hallway. Add hardwired smoke detectors in all bedrooms. Add CO detectors in adjacent hallways.",3/23/2021,,,Received,817 QUINCE AVE,BOULDER,CO,80304,1.46113E+11,,Plumbing Permit,Plumbing Sub-Permit,6500,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,71
RFG2021-00088,,"3845 Northbrook Dr, Apartment F.
1.6 sqs EPDM replacement with new densdeck, fully adhered system",3/23/2021,,,Received - Online,3845 NORTHBROOK DR,BOULDER,CO,80304,1.46317E+11,,Roofing Replacement Permit,Roofing Replacement Permit,2920.1,,,,,,,,,,,,,,,,,WESTPRO ROOFING,Contractor: General,72
RFG2021-00089,,"Tear off existing roof to deck and replace. 
Materials: GAF Armorshield II 
Slope: 8/12",3/23/2021,,,Received - Online,4935 FRANKLIN DR,BOULDER,CO,80301,1.46321E+11,,Roofing Replacement Permit,Roofing Replacement Permit,14179.5,,,,,,,,,,,,,,,,,PREMIER ROOFING COMPANY,Contractor: Roofing,73
RFG2021-00090,,"Tear off existing roof to deck, install synthetic felt & drip edge entire perimeter, replace vents & pipe jacks, ice & water shield 24? off warm wall. Install Owens Corning Duration Flex class 4 IR shingles, 6-nail application.",3/23/2021,,,Received - Online,970 36TH ST,BOULDER,CO,80303,1.46332E+11,,Roofing Replacement Permit,Roofing Replacement Permit,4320,,,,,,,,,,,,,,,,,GreenPoint Roofing,Contractor: General,74
RFG2021-00091,,"tear off, install densdeck, 60mil epdm",3/23/2021,,,Received - Online,465 POPLAR AVE,BOULDER,CO,80304,1.46113E+11,,Roofing Replacement Permit,Roofing Replacement Permit,8000,,,,,,,,,,,,,,,,,SAVILLE ROOFING,Contractor: Roofing,75
RFG2021-00092,,Remove and replace 33 SQ of existing roof system with laminated asphalt shingle from Owens Corning,3/23/2021,,,Received - Online,3227 OURAY ST,BOULDER,CO,80301,1.4632E+11,,Roofing Replacement Permit,Roofing Replacement Permit,7920,,,,,,,,,,,,,,,,,SUBURBAN ROOFING & EXTERIORS,Contractor: Roofing,76
ROW2021-00294,,"renew gas service due to leak, asphalt cut, #105929276",3/23/2021,,,Payment Pending,2266 NICHOLL ST,BOULDER,CO,80304,1.4633E+11,,Right-of-Way Permit,Right-of-Way Permit,100,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,77
ROW2021-00295,,Shoulder closure and sidewalk closure for the installation of a temporary ditch by-pass and shoring,3/23/2021,,,Payment Pending,600 SPRUCE ST,BOULDER,CO,80302,1.46125E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,LEFT HAND EXCAVATING,Contractor: Right-of-Way,78
ROW2021-00296,,"700 Highland & 1039 Mapleton - street closures to use equipment/crane and public safety. *72 hours min. notice to police/fire dispatch, residents affected, no parking signs and ROWinspectionRequest@bouldercolorado.gov.",3/23/2021,,,Payment Pending,700 HIGHLAND AVE,BOULDER,CO,80302,1.46125E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,ARBORTEC TREE SERVICE,Contractor: Right-of-Way,79
ROW2021-00297,,"Road closure and set crane in ROW to remove tree in backyard. ****72 hours min. notice to police/fire dispatch, residents affected, no parking signs and ROWinspectionRequest@bouldercolorado.gov.",3/23/2021,3/23/2021,,Issued,4120 GILPIN DR,BOULDER,CO,80303,1.46333E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,"HELPING HAND TREE SERVICE, LLC",Contractor: Right-of-Way,80
SGN2021-00028,,(Qty 1) Wall Sign (25.74 s.f.) hand painted directly onto smooth stucco wall surface.,3/23/2021,,,Received - Online,1644 WALNUT ST,BOULDER,CO,80302,1.4633E+11,,Sign Permit,Sign Permit,2250,,,,,,,,,,,,,,,,,Sand Construction of Colorado LLC,Contractor: General,81
TEV2021-00008,,BBRE for AshKara Restaurant,3/23/2021,3/23/2021,,Issued,1043 PEARL ST,BOULDER,CO,80302,1.4633E+11,,Temporary Event Permit,Temporary Event Permit,0,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,82
UTL2021-00300,,"Replace OH poles, job# 104315084",3/23/2021,,,Payment Pending,2855 ELM AVE,BOULDER,CO,80305,1.57705E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,83
UTL2021-00301,,"renew gas service due to leak, asphalt cut, #105929276",3/23/2021,,,Payment Pending,2266 NICHOLL ST,BOULDER,CO,80304,1.4633E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,84
WET2021-00005,,Boring underground cable replacement under Wonderland Creek,3/23/2021,,,In Review,3880 BIRCHWOOD DR,BOULDER,CO,80304,1.46317E+11,,Wetland Permit,Non-Public Process,0,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,85
BLD-SFA2021-00003,,TEST CASE FOR ADMIN. VOID WHEN DONE,3/22/2021,,,Approved for Issuance,5090 PEARL PKWY,BOULDER,CO,80301,1.46328E+11,,Building Permit - Single Family Attached Dwelling,Remodel,224.5,,,,,,,,10,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,86
BLD-SFD2021-00138,,Install two egress windows and window wells-width of windows to remain unchanged,3/22/2021,3/22/2021,,Issued,3620 ASPEN CT,BOULDER,CO,80304,1.46319E+11,,Building Permit - Single Family Detached Dwelling,Remodel,9441,,,,1,,,,18,,,,,,,,,"EGRESS, INC - DISCHNER CONST SVCS",Contractor: General,87
BLD-SFD2021-00139,,"Remodel of garden level guest bath and laundry rooms, and upper level master bath in tri-level single family home.  Garden level drains to vanity, shower, and washer to be relocated.",3/22/2021,,,Pending at Applicant,380 LIPAN  WAY,BOULDER,CO,80303,1.57704E+11,,Building Permit - Single Family Detached Dwelling,Remodel,45000,,,,1,,,,1,,,,,,,,,SACRED SPACES DESIGN BUILD,Contractor: General,88
BLD-SFD2021-00140,,"Remodel of existing single family dwelling, to include reconfiguration of bathroom, wetbar and wine room in basement, remodel of kitchen and bath on main floor, reconfiguration of master suite and replacement of fixtures in master bath and laundry on second floor. Related to FLD2021-00021.",3/22/2021,,,Pending at Applicant,2210 SPOTSWOOD PL,BOULDER,CO,80304,1.46318E+11,,Building Permit - Single Family Detached Dwelling,Remodel,189700,,,,1,,,,1,,,,,,,,,Dax Gitcho,Contractor: General,89
ELE2021-00410,,Install electrical hook ups for minisplit system MEC2021-00497,3/22/2021,3/23/2021,,Issued,5325 GANDHI DR,BOULDER,CO,80303,1.46333E+11,,Electrical Permit,Electrical Permit,1200,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: Electrical,90
ELE2021-00411,,Install electrical hook up for new heat pump MEC2021-00500,3/22/2021,3/23/2021,,Issued,655 PLEASANT ST,BOULDER,CO,80302,1.46136E+11,,Electrical Permit,Electrical Permit,600,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: Electrical,91
ELE2021-00412,,Permit application for 200A temporary construction power on NW corner of property. Underground fed.,3/22/2021,,3/23/2021,Payment Pending,333 18TH ST,BOULDER,CO,80302,1.57706E+11,,Electrical Permit,Electrical Permit,0,,,,,,,,,,,,,,,,,THE SOLAR REVOLUTION,Contractor: Electrical,92
ELE2021-00413,,"Installation of a 9.18KW roof mounted solar PV system at 2111 Bluebell Boulder, CO 80302.",3/22/2021,,,Pending at Applicant,2111 BLUEBELL AVE,BOULDER,CO,80302,1.57706E+11,,Electrical Permit,Electrical Permit,24052,24052,,,,,,,,,,,,9.18,,,,CAM Solar,Contractor: Electrical,93
ELE2021-00414,BLD-SFD2021-00139,"Remodel of garden level guest bath and laundry rooms, and upper level master bath in tri-level single family home.  Garden level drains to vanity, shower, and washer to be relocated.",3/22/2021,,,Received,380 LIPAN  WAY,BOULDER,CO,80303,1.57704E+11,,Electrical Permit,Electrical Sub-Permit,650,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,94
FIR2021-00097,,Hookup a pre-installed ANSUL R102 kitchen hood fire suppression system. See FIR2021-00036 for general building permit. MEATI FOODS UNIT E,3/22/2021,,,Payment Pending,6880 WINCHESTER CIR C,BOULDER,CO,80301,1.46302E+11,,Fire Permit,Fire Permit,1700,,,,,,,,,,,,,,,,,PYE-BARKER FIRE & SAFETY dba TRI COUNTY FIRE,Contractor: Fire,95
FLD2021-00020,,Critical Facility - Add strobic fan and fan enclosure to emergency generator exhaust stack. (exhaust stack previously permitted under MEC2019-01870). Related to BLD-NRE2021-00029.,3/22/2021,,,In Review,4865 RIVERBEND RD,BOULDER,CO,80301,1.46328E+11,,Floodplain Permit,Non-Public Process,205059,,,,,,,,,,,,,,,,,"WYATT CONSTRUCTION CO, INC",Contractor: General,96
FLD2021-00021,,"Related to BLD-SFD2021-00140 Remodel of existing single family dwelling, to include reconfiguration of bathroom, wetbar and wine room in basement, remodel of kitchen and bath on main floor, reconfiguration of master suite and replacement of fixtures in master bath and laundry on second floor. Related to FLD2021-000",3/22/2021,,,Received,2210 SPOTSWOOD PL,BOULDER,CO,80304,1.46318E+11,,Floodplain Permit,Non-Public Process,0,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,97
MEC2021-00496,,"Replacing existing water heater with 50 gallon water heater, expansion tank and drain pan",3/22/2021,3/23/2021,,Issued,3950 GREENBRIAR BLVD,BOULDER,CO,80305,1.57717E+11,,Mechanical Permit,Mechanical HVAC/Solar,2161.25,,,,,,,,,,,,,,,,,BLUE VALLEY ENERGY,Contractor: Mechanical,98
MEC2021-00497,,Remove evaporative cooler and install new mini split system.  2 Outdoor condensing units and 3 indoor heads.,3/22/2021,3/23/2021,,Issued,5325 GANDHI DR,BOULDER,CO,80303,1.46333E+11,,Mechanical Permit,Mechanical HVAC/Solar,12194,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: Electrical,99
MEC2021-00498,,"Replace Furnace, AC and Water Heater. Like foe Like",3/22/2021,3/23/2021,,Issued,1290 DREXEL ST,BOULDER,CO,80305,1.57708E+11,,Mechanical Permit,Mechanical HVAC/Solar,15814,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: Mechanical,100
BLD-SFD2021-00117,,Remodel of two bathrooms in a single family detached dwelling.,3/17/2021,3/22/2021,,Issued,2215 MESA DR,BOULDER,CO,80304,1.46331E+11,,Building Permit - Single Family Detached Dwelling,Remodel,46586,,,,,,,,176,,,,,,,,,MELTON DESIGN BUILD,Contractor: General,101
BLD-SFD2021-00118,,"Main floor remodel of 1,162 sf, to include kitchen. Master bedroom and bath permitted through BLD-SFD2020-00362.",3/17/2021,,,Pending at Applicant,3805 NEWPORT LN,BOULDER,CO,80304,1.46113E+11,,Building Permit - Single Family Detached Dwelling,Remodel,300000,,,,1,,,,1162,,,,,,,,,KRUEGER CONSTRUCTION MGMT,Contractor: General,102
BLD-SFD2021-00119,,"104 sqft level 2 alteration of an existing main level interior of a single family dwelling to include renovation of an existing bath, a new entry into an existing bedroom, and a new closet. Scope also includes replacement of existing windows and exterior doors with new efficient units.",3/17/2021,,,In Review,3552 KIRKWOOD PL,BOULDER,CO,80304,1.46319E+11,,Building Permit - Single Family Detached Dwelling,Remodel,55000,,,,,,,,104,,,,,,,,,PARADIGM CONSTRUCTION,Contractor: General,103
BLD-SFD2021-00120,,120 sf bathroom remodel on second floor for a single family dwelling. Scope includes the conversion of the master bath into two separate baths. Addition of one shower and one toilet and relocating current fixtures.,3/17/2021,,,Pending at Applicant,56 GENESEE CT,BOULDER,CO,80303,1.57704E+11,,Building Permit - Single Family Detached Dwelling,Remodel,15000,,,,,,,,120,,,,,,,,,Adam Szabunio,Owner/Contractor,104
BLD-SFD2021-00121,,"Addition includes new basement level with relocated mechanical systems and storage (438 sq.ft.), main level with new kitchen and living room (347 sq. ft.) and upper level with new bedroom and bath (189 sq. ft.). Alteration / renovation includes main floor bath and new powder, and upper floor master bath. New windows, siding, front cantilevered balcony, entry roof, and uncovered deck at back of house.",3/17/2021,,,Pending at Applicant,3122 10TH ST,BOULDER,CO,80304,1.46124E+11,,Building Permit - Single Family Detached Dwelling,Addition and Remodel,600000,,,,,,,1513,1342,,,,,,,,,COTTONWOOD CUSTOM BUILDERS INC,Contractor: General,105
DEM2021-00011,,"Interior non-structural demolition for Editas Medicine, associated with BLD-NRE2021-00026",3/17/2021,,,Pending at Applicant,6350 NAUTILUS DR,BOULDER,CO,80301,1.46311E+11,,Demolition Permit,Demolition Permit,0,,,,,,,,,,,,,,,,,"SUN CONSTRUCTION & DESIGN SERVICES, INC",Contractor: Demolition and Moving,106
ELE2021-00380,BLD-SFD2021-00116,"The project is the demolition of an existing 1,788 sf, single story  wood framed residence, with walk out basement.  Project proposes to construct new 2 story 2,992 sf wood  framed  4 bedroom residence with walk out basement.",3/17/2021,,,Received,543 DEWEY AVE,BOULDER,CO,80304,1.46125E+11,,Electrical Permit,Electrical Sub-Permit,50000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,107
ELE2021-00381,,Install Electrical connection for new Minisplit MEC2021-00469,3/17/2021,3/18/2021,,Issued,1430 KINGWOOD PL,BOULDER,CO,80304,1.46319E+11,,Electrical Permit,Electrical Permit,600,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: Electrical,108
ELE2021-00382,,Install electrical connection for new ac unit MEC2021-00470,3/17/2021,3/18/2021,,Issued,2135 GODDARD PL,BOULDER,CO,80305,1.57707E+11,,Electrical Permit,Electrical Permit,600,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: Electrical,109
ELE2021-00383,,Lighting alterations: replacing existing fluorescent lamp fixtures with LED fixtures.,3/17/2021,,,In Review,4695 NAUTILUS CT,BOULDER,CO,80301,1.46311E+11,,Electrical Permit,Electrical Permit,33672.2,,,,,,,,,,,,,,,,,ECOPRO ELECTRIC LLC,Contractor: Electrical,110
ELE2021-00384,BLD-ACC2021-00031,Convert existing upper level studio above detached garage into a 315 sf ADU w/ efficiency kitchen and 3/4 bath. No exterior modifications to the existing structure. ADU approved under AUR2020-00058,3/17/2021,,,Received,3171 9TH ST,BOULDER,CO,80304,1.46124E+11,,Electrical Permit,Electrical Sub-Permit,2000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,111
